Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
,2016-09-11,Janeane Barraza,Olivia Center,0.0,9.95,"6-4, 6-0"
,2016-09-04,Winta Woldeab,Anne Christine Lutkemeyer Obregon,9.0,10.0,"7-6, 6-0"
,2016-09-04,Justine Dondonay,Anne Christine Lutkemeyer Obregon,0.0,10.0,"6-0, 6-2"
,2016-09-03,Dasha Tomashevskaya,Bianca Jolie Fernandez,0.0,9.66,"6-1, 6-4"
,2016-09-03,Annabelle Xu,Bianca Jolie Fernandez,10.0,9.66,"6-3, 4-6, 6-2"
,2016-09-03,Bianca Fernandez,Maya Arksey,9.66,0.0,"7-5, 6-3"
,2016-09-03,Bianca Fernandez,Karin Hamilton ,9.66,0.0,"6-1, 6-1"
,2016-09-03,Bianca Fernandez,Mia Kupres,9.66,10.86,"3-6, 6-1, 6-1"
,2016-09-03,Bianca Fernandez,Chloe Yoo,9.66,0.0,"6-2, 6-3"
,2016-09-03,Bianca Fernandez,Jasmine Rahman,9.66,5.0,"6-1, 6-2"
,2016-09-03,Bianca Fernandez,Jessica Luisa Alsola,9.66,10.66,"6-3, 6-4"
,2016-08-26,Emily Cederquist,Anne Christine Lutkemeyer Obregon,0.0,10.0,"6-1, 6-3"
,2016-08-26,Sydney Alphen ,Anne Christine Lutkemeyer Obregon,0.0,10.0,"6-0, 6-1"
,2016-08-26,Jennifer Kerr,Anne Christine Lutkemeyer Obregon,0.0,10.0,"6-4, 6-2"
,2016-08-21,Ahmani Guichard,Sophia Nobles,9.0,0.0,"6-0, 6-2"
,2016-08-21,Marissa Pennings,Ahmani Guichard,10.0,9.0,"3-6, 6-1, 1-0(6)"
,2016-08-21,Madison Shepperson,Kate Fakih,8.0,10.43,"6-1, 6-2"
,2016-08-14,Olivia Center,Suriyah Pierribia,9.95,0.0,"6-2, 1-2"
,2016-08-14,Bianca Fernandez,Charlie Croteau,9.66,7.0,"7-5, 7-5"
,2016-08-14,Bianca Fernandez,Juliette Begin,9.66,0.0,"6-1, 6-4"
,2016-08-14,Bianca Fernandez,Mathilde Tran,9.66,0.0,"7-5, 7-6"
,2016-08-14,Julianne Nguyen,Olivia Center,8.0,9.95,"6-1, 6-1"
,2016-08-14,Catherine Denysiewicz-Slowek,Bianca Jolie Fernandez,9.0,9.66,"6-2, 6-1"
,2016-08-13,Ahmani Guichard,Mai Nguyen,9.0,9.0,"7-5, 6-3"
,2016-08-13,Rose Hayes,Ahmani Guichard,8.0,9.0,"6-0, 6-2"
,2016-08-13,Madeline Barnes,Ahmani Guichard,5.0,9.0,"6-2, 7-5"
,2016-08-13,Ahmani Guichard,Ananya Annapantula,9.0,7.0,"6-2, 6-0"
,2016-08-11,Elise Wagle,Leila Koster,10.0,0.0,"6-2, 6-2"
,2016-08-11,Elise Wagle,Alyssa DiMaio,10.0,0.0,"7-5, 6-2"
,2016-08-11,Elise Wagle,Molly Heber,10.0,0.0,"6-1, 6-1"
,2016-08-11,Scout Mathews,Elise Wagle,0.0,10.0,"1-6, 6-2, 6-1"
,2016-08-11,Rosie Gross,Elise Wagle,0.0,10.0,"6-3, 3-6, 1-0(6)"
,2016-08-11,Ava Neyestani,Elise Wagle,0.0,10.0,"6-1, 4-6, 1-0(8)"
West End Tennis Tournament $$$,2016-08-06,Sarah Stadfelt,Kimmi Hance,6.0,10.46,"7-6, 4-6, 6-0"
,2016-07-23,Nicole Knickerbocker,Kimmi Hance,8.0,10.46,"1-6, 6-4, 1-0(10)"
,2016-07-22,Mae Canete ,Elise Wagle,0.0,10.0,"6-2, 6-2"
,2016-07-22,Elise Wagle,Avery Durham,10.0,7.0,"6-0, 6-1"
,2016-07-22,Elise Wagle,Katie Weber,10.0,0.0,"6-4, 6-3"
,2016-07-22,Anne Lutkemeyer Obregon,Kayla Meraz,10.0,9.0,"6-2, 6-3"
,2016-07-22,Anne Lutkemeyer Obregon,Goldie La,10.0,0.0,"6-0, 6-2"
,2016-07-22,Anne Lutkemeyer Obregon,Irene Huang,10.0,0.0,"6-1, 6-2"
,2016-07-22,Elise Wagle,Mya Byrd,10.0,8.0,"6-4, 6-2"
,2016-07-22,Elise Wagle,Ava Neyestani,10.0,0.0,"6-3, 6-2"
,2016-07-22,Elise Wagle,Adriana Lamothe,10.0,0.0,"6-1, 6-4"
,2016-07-22,Ahmani Guichard,Anna Jordaan,9.0,8.0,"6-4, 6-2"
,2016-07-22,Ahmani Guichard,Naomi Katz,9.0,8.0,"6-4, None-1"
,2016-07-22,Anne Lutkemeyer Obregon,Ayala Stephens,10.0,0.0,"6-0, 7-6(2)"
,2016-07-22,Caroline Mcginley,Ahmani Guichard,8.0,9.0,"7-6(8), 4-6, 1-0(6)"
,2016-07-22,Ellee Dryer,Ahmani Guichard,0.0,9.0,"6-2, 6-0"
,2016-07-22,Jessica Buck,Ahmani Guichard,0.0,9.0,"2-6, 6-3, 7-6(11)"
,2016-07-22,Elise Wagle,Valencia Xu,10.0,10.0,"6-2, 6-1"
,2016-07-22,Kimmi Hance,Makenna Barrett,10.46,0.0,"6-0, 6-1"
,2016-07-22,Kimmi Hance,Parker Fry,10.46,9.0,"6-0, 6-0"
,2016-07-22,Arianna Stavropoulos,Kimmi Hance,10.0,10.46,"6-4, 6-4"
,2016-07-22,Hina Inoue,Anne Christine Lutkemeyer Obregon,11.27,10.0,"6-3, 3-6, 7-5"
,2016-07-13,Tatiana MUZYKANTSKAYA,Bianca Jolie Fernandez,0.0,9.66,"6-2, 6-0"
,2016-07-12,Bianca Fernandez,Anna Lena Ebster,9.66,9.0,"6-1, 6-2"
,2016-07-12,Elizabeth Coleman,Elise Wagle,10.0,10.0,"6-0, 6-3"
,2016-07-12,Christine Canete,Elise Wagle,9.0,10.0,"6-3, 6-4"
,2016-07-12,Elise Wagle,Emily Untermeyer ,10.0,0.0,"6-1, 6-0"
,2016-07-12,Elise Wagle,Sabrina Loui,10.0,6.0,"6-2, 6-2"
,2016-07-12,Elise Wagle,Monica Stratakos,10.0,0.0,"6-4, 6-1"
,2016-07-11,Bianca Fernandez,Claudia Gasparovic,9.66,9.78,"6-2, 6-1"
,2016-07-10,Anne Lutkemeyer Obregon,Ria Bhakta,10.0,10.0,"6-2, 6-2"
,2016-07-10,Anne Lutkemeyer Obregon,Phoebe Peus,10.0,9.0,"6-3, 6-0"
,2016-07-10,Anne Lutkemeyer Obregon,Tomi Main,10.0,9.0,"6-1, 7-5"
,2016-07-10,Bianca Fernandez,Liel Marlies Rothensteiner,9.66,10.03,"6-2, 6-0"
,2016-07-10,Anne Lutkemeyer Obregon,Jackie Soloveychik,10.0,9.0,"6-0, 6-3"
,2016-07-10,Anne Lutkemeyer Obregon,Ryan Kershner,10.0,8.0,"6-0, 6-0"
,2016-07-10,Ahmani Guichard,Elena Ecker,9.0,0.0,"6-1, 6-0"
,2016-07-10,Ahmani Guichard,Anika Joshi,9.0,7.0,"6-4, 6-1"
,2016-07-10,Ahmani Guichard,Sia Chaudry,9.0,8.0,"7-5, 6-1"
,2016-07-10,Ahmani Guichard,Jinelis Marrero,9.0,5.0,"6-0, 6-1"
,2016-07-10,Ahmani Guichard,Inge Park,9.0,0.0,"6-2, 6-0"
,2016-07-03,Kate Fakih,Alyssa Chiu,10.43,0.0,"6-3, 6-1"
,2016-07-03,Kate Fakih,Polina Jorniak,10.43,9.0,"7-5, 6-4"
,2016-07-03,Kate Fakih,Astrid Ringblom,10.43,0.0,"6-2, 6-4"
,2016-07-02,Elise Wagle,Nibedita Ghosh,10.0,10.0,"6-4, 6-1"
,2016-07-02,Elise Wagle,Brittany Katz,10.0,0.0,"6-2, 6-1"
,2016-07-02,Elise Wagle,Anya Ivenitsky,10.0,0.0,"3-6, 7-5, 1-0(7)"
,2016-06-29,Anne Lutkemeyer Obregon,Kristin Shuiey ,10.0,0.0,"6-2, 6-3"
,2016-06-29,Anne Lutkemeyer Obregon,Victoria Aguirre,10.0,6.0,"6-0, 6-0"
,2016-06-29,Anne Lutkemeyer Obregon,Makayla Whalen,10.0,8.0,"6-1, 6-0"
,2016-06-29,Anne Lutkemeyer Obregon,Zoe Kava,10.0,8.0,"6-2, 6-2"
,2016-06-26,Mia Jovic,Mia Vo,8.0,0.0,"6-0, 6-2"
,2016-06-26,Anne Lutkemeyer Obregon,Tsehay Driscoll,10.0,9.0,"4-6, 7-6, 6-3"
,2016-06-26,Anne Lutkemeyer Obregon,Bianca Colavin,10.0,0.0,"6-0, 6-0"
,2016-06-26,Kimmi Hance,Arielle Valera,10.46,5.0,"6-0, 6-0"
,2016-06-26,Anne Lutkemeyer Obregon,Phoebe Peus,10.0,9.0,"6-4, 6-1"
,2016-06-26,Anne Lutkemeyer Obregon,Maya Urata,10.0,9.0,"6-0, 6-0"
,2016-06-26,Anne Lutkemeyer Obregon,Katherine Hui,10.0,10.0,"6-2, 6-3"
,2016-06-26,Anne Lutkemeyer Obregon,Goldie La,10.0,0.0,"6-4, 6-2"
,2016-06-26,Jenna DeFalco,Kimmi Hance,10.59,10.46,"7-5, 6-1"
,2016-06-14,Brooke Dugarte,Ahmani Guichard,0.0,9.0,"6-3, 6-3"
,2016-06-14,Ahmani Guichard,Julietta Menendez,9.0,7.0,"6-2, 3-6, 6-2"
,2016-06-14,Mia Slama,Ahmani Guichard,10.24,9.0,"6-1, 6-3"
,2016-06-14,Ahmani Guichard,Cade Cricchio,9.0,8.0,"6-0, 6-0"
,2016-06-12,Shuchen Lin,Kimmi Hance,0.0,10.46,"2-6, 6-3, 1-0(7)"
,2016-06-12,Liz Pinson,Mia Jovic,7.0,8.0,"6-0, 6-4"
,2016-06-12,Kimmi Hance,Taylor Valenzuela ,10.46,0.0,"6-0, 6-1"
,2016-06-12,Mia Jovic,Sophia RAJPUT,8.0,5.0,"6-2, 6-2"
,2016-06-12,Kimmi Hance,Siena Sharf,10.46,0.0,"6-1, 6-3"
,2016-06-11,Asha Gidwani,Mia Jovic,8.0,8.0,"6-0, 6-1"
,2016-06-05,Ahmani Guichard,Marissa Pennings,9.0,10.0,"6-4, 6-7(9), 1-0(11)"
,2016-06-05,Sophia Wang,Ahmani Guichard,9.0,9.0,"6-2, 6-0"
,2016-06-05,Ahmani Guichard,Jessica Buck,9.0,0.0,"6-1, 6-1"
,2016-06-05,Ahmani Guichard,Jia Johnson,9.0,0.0,"6-0, 6-2"
,2016-06-05,Valencia Xu,Elise Wagle,10.0,10.0,"6-4, 7-5"
,2016-06-05,Elise Wagle,Madison Sieg,10.0,10.96,"6-4, 6-1"
,2016-06-05,Elise Wagle,shawnte beale,10.0,0.0,"6-0, 6-2"
,2016-06-05,Elise Wagle,Hibah Shaikh,10.0,10.24,"6-4, 6-0"
,2016-06-05,Elise Wagle,Jane Bockman,10.0,0.0,"6-1, 6-1"
,2016-06-04,Kimmi Hance,Sierra Ahrablou,10.46,0.0,"6-0, 6-0"
,2016-06-04,Alexandra Aga ,Mia Jovic,0.0,8.0,"7-5, 6-4"
,2016-06-04,Kimmi Hance,Layna Schwartz,10.46,0.0,"6-0, 6-1"
,2016-05-29,Rachel Gailis,Anne Christine Lutkemeyer Obregon,10.9,10.0,"6-3, 6-7(7), 1-0(9)"
,2016-05-29,Anne Lutkemeyer Obregon,Nikita Vishwase,10.0,9.0,"6-1, 2-6, 1-0(9)"
,2016-05-29,Anne Lutkemeyer Obregon,Tsehay Driscoll,10.0,9.0,"4-6, 6-0, 1-0(3)"
,2016-05-29,Anne Lutkemeyer Obregon,Lamija Avdic,10.0,9.0,"6-1, 6-0"
,2016-05-29,Anne Lutkemeyer Obregon,Emmie Moore,10.0,9.0,"6-0, 7-5"
,2016-05-23,Bianca Fernandez,Hyo Ri Jang,9.66,0.0,"2-6, 6-4, 1-0(3)"
,2016-05-23,Bianca Fernandez,Aurelie Cote-Genereux,9.66,0.0,"6-1, 6-0"
,2016-05-23,Bianca Fernandez,Majda Hadroune,9.66,0.0,"6-0, 6-0"
,2016-05-16,Bianca Fernandez,Juliette Begin,9.66,0.0,"6-3, 6-4"
,2016-05-16,Bianca Fernandez,Amelia Laverdiere,9.66,0.0,"6-1, 6-0"
,2016-05-16,Catherine Denysiewicz-Slowek,Bianca Jolie Fernandez,9.0,9.66,"6-4, 1-6, 6-2"
,2016-05-16,Bianca Fernandez,Gabrielle Geolier ,9.66,0.0,"6-2, 4-6, 6-2"
,2016-05-15,Ahmani Guichard,Lilly Pleasant,9.0,0.0,"7-5, 1-6, 1-0(3)"
,2016-05-15,Ahmani Guichard,Nyjah Head,9.0,0.0,"6-4, 6-3"
,2016-05-15,Lindsay Zink,Ahmani Guichard,9.0,9.0,"6-2, 6-3"
,2016-05-15,Alyssa Perdomo,Ahmani Guichard,7.0,9.0,"6-2, 6-0"
,2016-05-07,Midori Castillo Meza,Kimmi Hance,10.0,10.46,"7-6, 6-2"
,2016-05-07,Kimmi Hance,Aimee Grijalva,10.46,0.0,"6-1, 6-0"
,2016-05-07,Ahmani Guichard,Amanda Liardo,9.0,0.0,"6-4, 7-5"
,2016-05-07,Sophia Wang,Ahmani Guichard,9.0,9.0,"7-6, 6-2"
,2016-05-07,Ava Krug,Ahmani Guichard,9.0,9.0,"7-6(4), 6-3"
,2016-04-23,Mia Jovic,Ava McCollum,8.0,0.0,"4-6, 6-1, 1-0(9)"
,2016-04-23,Roxana Nourishad,Mia Jovic,0.0,8.0,"6-1, 2-6, 1-0(6)"
,2016-04-22,Jenna DeFalco,Kimmi Hance,10.59,10.46,"6-7, 6-3, 7-6(1)"
,2016-04-17,Elise Wagle,Lan Mi,10.0,10.67,"6-1, 6-1"
,2016-04-17,Elise Wagle,Erika Rems,10.0,0.0,"7-5, 5-7, 6-3"
,2016-04-17,Ahmani Guichard,Gabriela Smashey,9.0,0.0,"6-4, 3-6, 1-0(7)"
,2016-04-17,Elise Wagle,Sophia Zaslow,10.0,8.0,"6-2, 6-1"
,2016-04-17,Lara Smejkal,Ahmani Guichard,10.0,9.0,"6-3, 6-4"
,2016-04-17,Ahmani Guichard,Amanda Liardo,9.0,0.0,"7-5, 6-0"
,2016-04-17,Elise Wagle,Valencia Xu,10.0,10.0,"6-2, 7-5"
,2016-04-17,Elise Wagle,Phoebe Su,10.0,0.0,"6-2, 6-1"
,2016-04-17,Ahmani Guichard,Grace Qian,9.0,7.0,"6-3, 6-4"
,2016-04-16,Anne Lutkemeyer Obregon,Alyssa Bojenkova,10.0,0.0,"6-0, 6-0"
,2016-04-16,Anne Lutkemeyer Obregon,Alexandra Ozerets,10.0,9.0,"6-2, 6-1"
,2016-04-16,Anne Lutkemeyer Obregon,Madeleine Jessup,10.0,9.54,"6-2, 6-3"
,2016-04-16,Anne Lutkemeyer Obregon,Iris Berman,10.0,8.0,"6-3, 6-1"
,2016-04-16,Anne Lutkemeyer Obregon,Jeselle Maris Jayme Ante,10.0,9.0,"6-0, 6-2"
,2016-04-14,Kimmi Hance,Sophia Amato,10.46,0.0,"6-1, 6-0"
,2016-04-14,Kimmi Hance,Ireland Amato,10.46,0.0,"6-1, 6-4"
,2016-04-14,Kimmi Hance,Lorena Rodriguez,10.46,0.0,"6-1, 6-0"
,2016-04-14,Eliana Hanna,Mia Jovic,8.0,8.0,"6-2, 6-2"
,2016-04-10,Ahmani Guichard,Vennela Gudlavenkatasiva,9.0,0.0,"6-1, 6-0"
,2016-04-10,Riley Peterson,Ahmani Guichard,0.0,9.0,"6-2, 6-4"
,2016-04-10,Abby Neal,Ahmani Guichard,0.0,9.0,"6-3, 6-4"
,2016-04-07,Elise Wagle,Kasia Treiber,10.0,9.0,"6-4, 3-6, 1-0(4)"
,2016-04-07,Elise Wagle,Nikita Vishwase,10.0,9.0,"6-4, 6-0"
,2016-04-07,Elise Wagle,Madison Weekley,10.0,9.0,"6-1, 6-1"
,2016-04-07,Elise Wagle,Lindsay Zink,10.0,9.0,"6-2, 6-0"
,2016-04-07,Elise Wagle,Bridget Stammel,10.0,10.0,"6-3, 7-5"
,2016-04-07,Katrina Scott,Elise Wagle,11.36,10.0,"6-3, 4-6, 1-0(5)"
,2016-04-02,Mia Jovic,Kayla Turalakey,8.0,0.0,"2-6, 6-2, 1-0(7)"
,2016-04-02,Eliana Hanna,Mia Jovic,8.0,8.0,"6-4, 6-2"
,2016-04-01,Bianca Fernandez,Ana Grubor,9.66,10.03,"6-4, 6-1"
,2016-04-01,Bianca Fernandez,Cadence Brace,9.66,11.4,"6-4, 7-6"
,2016-04-01,Bianca Fernandez,Darah Ross,9.66,6.0,"6-3, 6-0"
,2016-04-01,Bianca Fernandez,Rachael Phelan,9.66,8.0,"6-2, 6-0"
,2016-04-01,Dasha Plekhanova,Bianca Jolie Fernandez,10.61,9.66,"6-2, 6-2"
,2016-04-01,Bianca Fernandez,Kelly Norkor Dowuona,9.66,8.0,"6-2, 6-3"
,2016-04-01,Bianca Fernandez,Catherine Chrobak,9.66,9.0,"6-1, 6-2"
,2016-03-26,Anne Lutkemeyer Obregon,Alexandra Ozerets,10.0,9.0,"6-3, 6-3"
,2016-03-26,Kimmi Hance,Chloe Blakey,10.46,0.0,"6-2, 6-1"
,2016-03-26,Anne Lutkemeyer Obregon,Katie Codd,10.0,10.0,"6-1, 6-2"
,2016-03-26,Anne Lutkemeyer Obregon,Jenna Sabile,10.0,8.0,"6-2, 6-1"
,2016-03-26,Anna Petrescu,Mia Jovic,0.0,8.0,"6-2, 6-0"
,2016-03-26,Kimmi Hance,Isabela Jones,10.46,0.0,"6-4, 6-1"
,2016-03-26,Jane Wang,Kimmi Hance,0.0,10.46,"6-4, 6-2"
,2016-03-26,Anne Lutkemeyer Obregon,Megan Cuan,10.0,0.0,"6-0, 6-1"
,2016-03-26,Anne Lutkemeyer Obregon,Tsehay Driscoll,10.0,9.0,"6-7, 6-4, 6-4"
,2016-03-20,Ahmani Guichard,Wynn Bryant,9.0,0.0,"6-2, 6-1"
,2016-03-20,Ahmani Guichard,Frankee Hendricks,9.0,7.0,"6-3, 7-5"
,2016-03-20,Ahmani Guichard,Bianca DeSilva,9.0,0.0,"6-3, 6-3"
,2016-03-20,Sophia Wang,Ahmani Guichard,9.0,9.0,"6-1, 6-4"
,2016-03-19,Elise Wagle,Erika Rems,10.0,0.0,"6-2, 6-0"
,2016-03-19,Elise Wagle,Nevena Carton,10.0,10.0,"6-3, 5-7, 6-4"
,2016-03-19,Elise Wagle,Nadejda Maslova,10.0,9.0,"7-6(8), 7-6(2)"
,2016-03-19,Elise Wagle,Mia Kintiroglou,10.0,6.0,"2-6, 6-4, 6-4"
,2016-03-19,Elise Wagle,Rebecca Lim,10.0,0.0,"6-3, 6-1"
,2016-03-12,Liora Langman,Mia Jovic,0.0,8.0,"5-7, 6-1, 1-0(4)"
,2016-03-09,Ava Neyestani,Elise Wagle,0.0,10.0,"6-3, 3-6, 6-0"
,2016-03-09,Emily Callahan,Elise Wagle,5.0,10.0,"6-4, 6-3"
,2016-03-09,Elise Wagle,Brooke Theis,10.0,8.0,"6-4, 6-4"
,2016-03-09,Elise Wagle,Kelsey Mize,10.0,0.0,"6-7(7), 6-2, 7-5"
,2016-03-06,Ava Krug,Ahmani Guichard,9.0,9.0,"7-5, 6-0"
,2016-03-06,Karina Dergunova,Ahmani Guichard,0.0,9.0,"6-2, 6-3"
,2016-03-06,Ahmani Guichard,Amanda Liardo,9.0,0.0,"6-3, 7-6(4)"
,2016-02-27,Elise Wagle,Madison Sieg,10.0,10.96,"6-2, 6-1"
,2016-02-27,Elise Wagle,Julia Andreach,10.0,9.0,"7-6(5), 6-4"
,2016-02-27,Elise Wagle,Lorraine Bergmann,10.0,8.0,"6-2, 7-6(6)"
,2016-02-27,Elise Wagle,Carolyn Brodsky,10.0,8.0,"6-2, 6-1"
,2016-02-27,Alyssa Bojenkova,Mia Jovic,0.0,8.0,"6-2, 6-2"
,2016-02-27,Elise Wagle,Valencia Xu,10.0,10.0,"6-4, 6-2"
,2016-02-15,Bianca Fernandez,Catherine Chrobak,9.66,9.0,"6-1, 6-0"
,2016-02-15,Bianca Fernandez,Anonymous Player,9.66,0.0,"6-1, 6-0"
,2016-02-15,Bianca Fernandez,Daniella Miller,9.66,0.0,"6-0, 6-1"
,2016-02-15,Bianca Fernandez,Clara Sobius,9.66,8.0,"6-2, 6-0"
,2016-02-14,Erika Rems,Elise Wagle,0.0,10.0,"6-3, 7-5"
,2016-02-14,Elise Wagle,Brinlea La Barge,10.0,0.0,"7-5, 6-4"
,2016-02-14,Elise Wagle,Katie Andreini,10.0,8.0,"6-3, 6-0"
,2016-02-14,Rachel Arbitman,Elise Wagle,0.0,10.0,"6-2, 7-5"
,2016-02-14,Anne Lutkemeyer Obregon,Ashley Hofflander,10.0,0.0,"6-3, 6-1"
,2016-02-14,Christina Danford,Ahmani Guichard,0.0,9.0,"6-1, 6-1"
,2016-02-14,Anne Lutkemeyer Obregon,Rebecca Lynn,10.0,9.0,"6-2, 6-3"
,2016-02-14,Winta Woldeab,Anne Christine Lutkemeyer Obregon,9.0,10.0,"6-3, 6-1"
,2016-02-14,Ahmani Guichard,Brooke Powers,9.0,6.0,"6-0, 6-0"
,2016-02-14,Ahmani Guichard,Grace Swain,9.0,0.0,"6-1, 6-0"
,2016-02-14,Ahmani Guichard,Lisa MESSIER,9.0,7.0,"6-4, 6-2"
,2016-02-14,Ahmani Guichard,Anne scott Guglielmo,9.0,0.0,"6-2, 6-1"
,2016-02-14,Alexandria Acholonu,Mia Jovic,0.0,8.0,"6-4, 6-1"
,2016-02-14,Mia Jovic,Sarah Salam,8.0,0.0,"6-0, 6-0"
,2016-02-07,Ahmani Guichard,Alexis Nyborg,9.0,9.0,"6-3, 6-3"
,2016-02-07,Ahmani Guichard,Tess Heber,9.0,0.0,"6-4, 6-4"
,2016-02-07,Isabel Pacheco,Ahmani Guichard,8.0,9.0,"6-1, 6-1"
,2016-02-07,Ahmani Guichard,Isabella Giraldo Saenz,9.0,0.0,"6-4, 7-5"
,2016-02-07,Ahmani Guichard,Manuela Van Cotthem,9.0,7.0,"7-6(3), 7-6(3)"
,2016-02-07,Kimmi Hance,Elizabeth Stone,10.46,0.0,"6-0, 6-1"
,2016-02-07,Jennifer Kida,Kimmi Hance,0.0,10.46,"6-0, 6-1"
,2016-02-07,Anne Lutkemeyer Obregon,Iris Berman,10.0,8.0,"6-3, 6-0"
,2016-02-01,Bianca Fernandez,Clara Sobius,9.66,8.0,"6-0, 6-0"
,2016-02-01,Bianca Fernandez,Anonymous Player,9.66,0.0,"6-0, 6-1"
,2016-02-01,Bianca Fernandez,Mame-Karima DIOMANDE,9.66,0.0,"6-0, 6-0"
,2016-02-01,Bianca Fernandez,Majda Hadroune,9.66,0.0,"6-2, 6-0"
,2016-01-30,Valencia Xu,Elise Wagle,10.0,10.0,"7-6(5), 6-2"
,2016-01-30,Elise Wagle,Hibah Shaikh,10.0,10.24,"6-7(7), 7-6(6), 6-1"
,2016-01-30,Rebecca Lim,Elise Wagle,0.0,10.0,"6-2, 7-5"
,2016-01-30,Elise Wagle,Nina McAllan,10.0,0.0,"6-4, 6-4"
,2016-01-30,Elise Wagle,Carolyn Brodsky,10.0,8.0,"6-0, 6-1"
,2016-01-24,Katelynn Shin,Kimmi Hance,0.0,10.46,"6-2, 7-6"
,2016-01-23,Ava Deguzman,Mia Jovic,6.0,8.0,"6-0, 6-0"
,2016-01-18,Bianca Fernandez,Majda Hadroune,9.66,0.0,"6-2, 6-0"
,2016-01-18,Bianca Fernandez,Mame-Karima DIOMANDE,9.66,0.0,"6-2, 6-2"
,2016-01-18,Bianca Fernandez,Anonymous Player,9.66,0.0,"6-1, 6-0"
,2016-01-18,Bianca Fernandez,Amelie-2 Allard,9.66,0.0,"6-3, 6-1"
,2016-01-17,Rosie Gross,Elise Wagle,0.0,10.0,"7-6(3), 6-2"
,2016-01-17,Elise Wagle,Erika Rems,10.0,0.0,"3-6, 6-3, 1-0(7)"
,2016-01-17,Elise Wagle,Isabella Cooper,10.0,0.0,"4-6, 6-0, 7-6(2)"
,2016-01-17,Elise Wagle,Rebecca Lim,10.0,0.0,"6-1, 6-7(7), 6-4"
,2016-01-17,Ahmani Guichard,Ava Krug,9.0,9.0,"4-6, 6-1, 6-0"
,2016-01-17,Calissa Dellabarca,Anne Christine Lutkemeyer Obregon,9.0,10.0,"7-6(2), 6-1"
,2016-01-17,Isabel Pacheco,Ahmani Guichard,8.0,9.0,"6-1, 6-1"
,2016-01-17,Julia-Rose Siegler,Ahmani Guichard,0.0,9.0,"6-1, 6-7(7), 6-3"
,2016-01-17,Elise Wagle,Amy Kaplan,10.0,10.0,"6-2, 6-4"
,2016-01-17,Anne Lutkemeyer Obregon,Alexandra Ozerets,10.0,9.0,"6-2, 6-2"
,2016-01-17,Anne Lutkemeyer Obregon,Bianca Molnar,10.0,9.82,"6-1, 6-2"
,2016-01-17,Anne Lutkemeyer Obregon,Marika Jones,10.0,8.67,"6-3, 6-1"
,2016-01-17,Anne Lutkemeyer Obregon,Avery Hopkey,10.0,0.0,"6-1, 6-2"
,2016-01-17,Leyden Games,Kimmi Hance,9.0,10.46,"6-3, 6-4"
,2016-01-17,Kimmi Hance,Arianna Stavropoulos,10.46,10.0,"6-2, 6-1"
,2016-01-17,Midori Castillo Meza,Kimmi Hance,10.0,10.46,"6-3, 6-4"
,2016-01-17,Kimmi Hance,Milana Molnar,10.46,0.0,"6-2, 6-0"
,2016-01-11,Sarah-Maude Fortin,Bianca Jolie Fernandez,0.0,9.66,"6-4, 6-0"
,2016-01-11,Bianca Fernandez,Clara Sobius,9.66,8.0,"6-1, 7-6"
,2016-01-11,Bianca Fernandez,Mame-Karima DIOMANDE,9.66,0.0,"6-0, 6-0"
,2016-01-11,Bianca Fernandez,Annabelle Xu,9.66,10.0,"7-5, 6-2"
,2016-01-10,Ahmani Guichard,Victoria Ramakrishnan,9.0,0.0,"6-3, 6-4"
,2016-01-10,Ahmani Guichard,Jia Johnson,9.0,0.0,"6-2, 6-2"
,2016-01-10,Ahmani Guichard,Sophia Nobles,9.0,0.0,"6-2, 6-2"
,2016-01-10,Constanza MILLAS,Ahmani Guichard,0.0,9.0,"2-6, 7-6(6), 1-0(2)"
,2016-01-10,Ahmani Guichard,Erin Morrissey,9.0,0.0,"6-4, 6-2"
,2016-01-02,Madeleine Jessup,Mia Jovic,9.54,8.0,"6-0, 6-0"
,2015-12-26,Elise Wagle,Loren Cuomo,10.0,8.0,"6-0, 6-0"
,2015-12-26,Elise Wagle,Josie Hulbert ,10.0,0.0,"6-0, 6-0"
,2015-12-26,Elise Wagle,Miriam Aziz,10.0,0.0,"6-2, 6-3"
,2015-12-22,Bianca Fernandez,Lara Smejkal,9.66,10.0,"6-1, 6-0"
,2015-12-22,Bianca Fernandez,Juliette Finch,9.66,6.0,"6-2, 6-0"
,2015-12-22,maria drobotova,Bianca Jolie Fernandez,0.0,9.66,"6-2, 6-1"
,2015-12-22,Bianca Fernandez,Robin Montgomery,9.66,11.83,"7-6(5), 7-5"
,2015-12-22,Daria Lopatetska,Bianca Jolie Fernandez,0.0,9.66,"6-2, 6-1"
,2015-12-22,Bianca Fernandez,ALISIYA GLADKOVA,9.66,0.0,"7-5, 4-6, 7-5"
,2015-12-22,Bianca Fernandez,Audelia morin kougoucheff,9.66,0.0,"6-2, 6-1"
,2015-12-22,Bianca Fernandez,Mackenzie Petty,9.66,0.0,"2-6, 6-2, 1-0(8)"
,2015-12-12,Bryn Johnson,Kimmi Hance,8.0,10.46,"7-5, 6-4"
,2015-12-12,Elise Wagle,Stacy Jones,10.0,0.0,"6-2, 6-0"
,2015-12-12,Elise Wagle,Brittany Katz,10.0,0.0,"6-1, 6-1"
,2015-12-06,Ahmani Guichard,Natasha Opaciuch,9.0,8.0,"4-6, 7-6(1), 1-0"
